Airline,Source,Destination,Total_Stops,Price,Journey_day,Journey_month,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Duration_hours,Duration_mins
Air India,Kolkata,Banglore,1.0,10203,6,5,20,30,20,25,23,55
Jet Airways,Kolkata,Banglore,1.0,9899,12,6,14,5,20,45,6,40
IndiGo,Delhi,Cochin,1.0,6628,1,6,17,10,1,30,8,20
Jet Airways,Kolkata,Banglore,1.0,8586,24,5,20,0,8,15,12,15
Multiple carriers,Delhi,Cochin,1.0,7408,9,6,19,0,1,30,6,30
Jet Airways,Delhi,Cochin,2.0,13376,6,6,14,35,4,25,13,50
IndiGo,Delhi,Cochin,1.0,5298,24,6,6,50,12,10,5,20
Jet Airways,Kolkata,Banglore,1.0,7757,9,5,20,0,18,15,22,15
SpiceJet,Chennai,Kolkata,0.0,3597,9,6,8,20,10,35,2,15
SpiceJet,Mumbai,Hyderabad,0.0,2017,9,5,22,45,0,15,1,30
IndiGo,Kolkata,Banglore,1.0,3574,21,5,19,20,23,45,4,25
IndiGo,Delhi,Cochin,1.0,14871,3,3,10,45,1,35,14,50
Jet Airways,Banglore,New Delhi,1.0,7832,21,3,22,50,10,25,11,35
Jet Airways,Delhi,Cochin,2.0,15812,15,6,11,40,19,0,7,20
IndiGo,Delhi,Cochin,1.0,6838,15,6,9,15,21,0,11,45
SpiceJet,Kolkata,Banglore,0.0,3841,1,5,9,0,11,25,2,25
Jet Airways,Kolkata,Banglore,1.0,8529,12,6,8,25,10,5,25,40
Jet Airways,Delhi,Cochin,1.0,14714,3,6,19,15,19,0,23,45
Jet Airways,Delhi,Cochin,2.0,12819,24,6,23,5,12,35,13,30
Air India,Kolkata,Banglore,2.0,14960,12,6,9,50,8,55,23,5
Jet Airways,Delhi,Cochin,1.0,15554,18,5,20,55,19,0,22,5
Air India,Delhi,Cochin,2.0,9347,9,5,7,5,9,25,26,20
Air India,Delhi,Cochin,2.0,8603,6,6,12,0,19,15,7,15
Air Asia,Banglore,Delhi,0.0,6181,3,5,4,55,7,45,2,50
Jet Airways,Delhi,Cochin,1.0,10262,12,6,22,50,12,35,13,45
Air India,Banglore,New Delhi,1.0,8714,15,3,6,45,15,15,8,30
Air India,Delhi,Cochin,2.0,9417,12,6,17,15,9,25,16,10
Multiple carriers,Delhi,Cochin,1.0,14848,27,6,9,0,19,15,10,15
Jet Airways,Kolkata,Banglore,1.0,11467,6,5,20,25,22,5,25,40
Vistara,Kolkata,Banglore,1.0,8137,6,5,17,0,9,5,16,5
SpiceJet,Chennai,Kolkata,0.0,7298,1,3,9,30,12,5,2,35
SpiceJet,Kolkata,Banglore,1.0,8479,12,5,11,35,18,50,7,15
IndiGo,Mumbai,Hyderabad,0.0,2754,3,6,1,40,3,10,1,30
Multiple carriers,Delhi,Cochin,1.0,7198,1,6,10,0,1,30,15,30
Air India,Banglore,New Delhi,1.0,8714,15,3,6,45,12,15,5,30
Jet Airways,Banglore,Delhi,0.0,7229,24,4,17,45,20,45,3,0
Jet Airways,Banglore,Delhi,0.0,7229,18,4,7,10,10,10,3,0
Vistara,Mumbai,Hyderabad,1.0,12395,6,3,8,45,19,55,11,10
Jet Airways,Banglore,Delhi,0.0,7229,9,5,15,15,18,10,2,55
Jet Airways,Mumbai,Hyderabad,0.0,5678,6,6,2,55,4,20,1,25
IndiGo,Kolkata,Banglore,0.0,4148,9,3,14,20,16,55,2,35
IndiGo,Banglore,Delhi,0.0,3943,21,4,0,30,3,25,2,55
Jet Airways,Kolkata,Banglore,1.0,14571,6,6,14,5,23,35,9,30
Multiple carriers,Delhi,Cochin,1.0,9100,27,3,6,40,19,15,12,35
IndiGo,Banglore,Delhi,0.0,4823,18,5,18,25,21,20,2,55
Air India,Banglore,New Delhi,1.0,10394,3,3,0,30,23,55,23,25
Jet Airways,Delhi,Cochin,1.0,10262,3,6,19,45,12,35,16,50
IndiGo,Kolkata,Banglore,0.0,4804,27,6,22,15,0,50,2,35
Jet Airways,Banglore,Delhi,0.0,7229,6,4,15,15,18,10,2,55
Air India,Delhi,Cochin,2.0,10651,9,6,22,0,19,15,21,15
IndiGo,Kolkata,Banglore,1.0,3717,18,5,19,20,23,45,4,25
Air India,Kolkata,Banglore,2.0,13227,1,5,9,50,23,15,13,25
IndiGo,Delhi,Cochin,1.0,11532,9,3,2,35,8,30,5,55
Multiple carriers,Delhi,Cochin,1.0,15077,6,3,10,45,19,15,8,30
IndiGo,Delhi,Cochin,1.0,6442,12,6,8,35,22,30,13,55
Multiple carriers,Delhi,Cochin,1.0,15603,3,3,7,0,13,20,6,20
IndiGo,Chennai,Kolkata,0.0,3540,9,5,5,15,7,40,2,25
Multiple carriers,Delhi,Cochin,1.0,11789,6,6,10,20,19,0,8,40
Jet Airways,Banglore,New Delhi,1.0,13817,12,3,18,55,7,40,12,45
IndiGo,Mumbai,Hyderabad,0.0,2227,27,5,21,20,22,50,1,30
Air India,Delhi,Cochin,,7480,6,5,9,45,9,25,23,40
IndiGo,Delhi,Cochin,1.0,5883,12,6,10,35,1,30,14,55
Vistara,Delhi,Cochin,0.0,6216,27,4,6,0,9,10,3,10
Jet Airways,Delhi,Cochin,1.0,14714,12,6,20,55,4,25,7,30
IndiGo,Delhi,Cochin,0.0,5601,9,6,5,35,8,50,3,15
Vistara,Kolkata,Banglore,1.0,11105,24,3,20,20,20,25,24,5
Jet Airways,Banglore,Delhi,0.0,4030,21,5,6,0,8,45,2,45
Air Asia,Kolkata,Banglore,0.0,4107,24,4,19,55,22,25,2,30
Jet Airways,Banglore,New Delhi,1.0,11087,18,3,22,50,9,30,10,40
Jet Airways,Kolkata,Banglore,1.0,14151,21,5,17,0,18,0,25,0
Multiple carriers,Delhi,Cochin,1.0,7005,6,6,11,40,21,0,9,20
Jet Airways,Kolkata,Banglore,1.0,14388,12,5,20,0,9,20,13,20
IndiGo,Mumbai,Hyderabad,0.0,2227,1,6,20,5,21,40,1,35
IndiGo,Kolkata,Banglore,0.0,4148,12,3,21,25,0,5,2,40
IndiGo,Mumbai,Hyderabad,0.0,4784,6,3,6,20,7,45,1,25
Vistara,Kolkata,Banglore,1.0,8452,15,5,7,10,22,40,15,30
Air India,Chennai,Kolkata,0.0,4667,21,6,11,40,13,55,2,15
Air Asia,Kolkata,Banglore,0.0,4409,15,5,19,55,22,25,2,30
Multiple carriers,Delhi,Cochin,1.0,11622,27,3,10,45,18,50,8,5
Jet Airways,Banglore,New Delhi,1.0,12284,18,3,7,0,12,25,5,25
Air Asia,Banglore,New Delhi,0.0,7652,9,3,5,50,8,40,2,50
Jet Airways,Banglore,New Delhi,1.0,9134,15,3,7,0,13,15,6,15
Jet Airways,Delhi,Cochin,1.0,15554,6,5,13,0,4,25,15,25
Air India,Mumbai,Hyderabad,0.0,2050,27,3,13,55,15,25,1,30
Air India,Kolkata,Banglore,2.0,11491,24,3,7,0,10,0,27,0
Jet Airways,Kolkata,Banglore,1.0,12692,12,6,17,0,23,35,6,35
Jet Airways,Delhi,Cochin,1.0,10262,24,6,11,30,12,35,25,5
Air Asia,Kolkata,Banglore,2.0,5192,24,5,15,10,23,30,8,20
Jet Airways,Delhi,Cochin,1.0,12898,27,5,16,0,19,0,27,0
Air India,Delhi,Cochin,2.0,13538,6,5,12,20,19,15,30,55
Jet Airways,Delhi,Cochin,1.0,14714,27,6,11,30,19,0,7,30
Jet Airways,Delhi,Cochin,1.0,15764,6,3,9,55,4,25,18,30
Jet Airways,Kolkata,Banglore,1.0,14781,12,5,14,5,19,50,5,45
Jet Airways,Mumbai,Hyderabad,0.0,4995,21,6,2,55,4,20,1,25
Jet Airways,Banglore,Delhi,0.0,7229,3,5,6,0,8,45,2,45
SpiceJet,Kolkata,Banglore,1.0,9923,24,3,11,35,18,50,7,15
Vistara,Delhi,Cochin,0.0,6216,12,5,14,40,17,50,3,10
Jet Airways,Kolkata,Banglore,1.0,13941,15,5,16,30,23,35,7,5
Air Asia,Kolkata,Banglore,0.0,4409,3,6,10,20,12,55,2,35
IndiGo,Delhi,Cochin,1.0,7255,21,5,16,0,21,0,5,0
Jet Airways,Mumbai,Hyderabad,0.0,8040,21,3,10,20,11,50,1,30
Air Asia,Delhi,Cochin,1.0,8327,9,3,16,45,7,10,14,25
Vistara,Kolkata,Banglore,1.0,8977,1,4,17,0,22,55,5,55
Jet Airways,Delhi,Cochin,1.0,10262,24,6,2,15,12,35,10,20
Air India,Kolkata,Banglore,3.0,13007,24,5,10,0,10,30,24,30
Air Asia,Kolkata,Banglore,0.0,4409,24,4,10,20,12,55,2,35
Vistara,Mumbai,Hyderabad,1.0,12080,12,3,8,45,16,45,8,0
Multiple carriers,Delhi,Cochin,1.0,12192,27,6,8,0,19,0,11,0
Jet Airways,Delhi,Cochin,2.0,15129,27,5,5,30,19,0,13,30
Multiple carriers,Delhi,Cochin,1.0,13587,6,6,9,0,21,0,12,0
Jet Airways,Banglore,New Delhi,1.0,26890,1,3,22,50,7,40,8,50
Jet Airways,Banglore,New Delhi,1.0,19225,6,3,21,25,5,5,7,40
Jet Airways,Delhi,Cochin,1.0,10262,6,6,17,30,19,0,25,30
Air Asia,Kolkata,Banglore,0.0,3782,27,3,19,35,22,5,2,30
Air India,Banglore,New Delhi,0.0,15676,1,3,6,10,8,55,2,45
Multiple carriers,Delhi,Cochin,1.0,13377,12,6,10,0,1,30,15,30
IndiGo,Delhi,Cochin,1.0,6938,3,6,14,20,22,30,8,10
Jet Airways,Kolkata,Banglore,1.0,10844,9,6,18,55,18,15,23,20
Air India,Delhi,Cochin,1.0,7480,9,5,20,40,9,25,12,45
IndiGo,Banglore,Delhi,0.0,3943,18,5,10,30,13,20,2,50
SpiceJet,Kolkata,Banglore,0.0,3873,3,5,9,0,11,25,2,25
GoAir,Delhi,Cochin,1.0,10651,1,6,14,25,19,35,5,10
SpiceJet,Kolkata,Banglore,0.0,4174,27,4,17,10,19,40,2,30
Jet Airways,Kolkata,Banglore,1.0,14571,9,6,8,25,16,20,7,55
Jet Airways,Kolkata,Banglore,1.0,14781,15,5,16,30,12,0,19,30
Multiple carriers,Delhi,Cochin,1.0,9838,21,3,4,45,12,35,7,50
Jet Airways,Banglore,Delhi,0.0,4544,1,4,19,50,22,50,3,0
Jet Airways,Banglore,Delhi,0.0,7229,21,4,15,15,18,10,2,55
Jet Airways,Delhi,Cochin,1.0,10262,12,6,9,0,19,0,10,0
IndiGo,Mumbai,Hyderabad,0.0,2227,27,3,21,20,22,45,1,25
Jet Airways,Kolkata,Banglore,1.0,13731,24,5,14,5,4,40,14,35
Air India,Delhi,Cochin,1.0,5117,1,4,20,40,9,25,12,45
IndiGo,Mumbai,Hyderabad,0.0,2754,27,5,12,0,13,30,1,30
Air India,Kolkata,Banglore,0.0,6245,1,6,14,15,16,45,2,30
Jet Airways,Delhi,Cochin,2.0,9905,15,6,21,25,12,35,15,10
Air India,Delhi,Cochin,1.0,5704,21,3,9,45,23,0,13,15
GoAir,Banglore,Delhi,0.0,4239,3,5,20,55,23,40,2,45
IndiGo,Kolkata,Banglore,0.0,4148,27,3,22,10,0,55,2,45
IndiGo,Kolkata,Banglore,0.0,4174,3,4,17,15,19,50,2,35
Jet Airways,Delhi,Cochin,2.0,13292,24,6,5,30,19,0,13,30
Air India,Delhi,Cochin,1.0,15197,3,3,8,0,19,15,11,15
IndiGo,Delhi,Cochin,1.0,5065,24,4,16,0,21,0,5,0
Jet Airways,Kolkata,Banglore,1.0,14151,6,6,9,35,23,35,14,0
Jet Airways,Delhi,Cochin,1.0,12898,27,5,20,55,19,0,22,5
Air India,Delhi,Cochin,1.0,8372,6,6,8,0,19,15,11,15
Jet Airways,Kolkata,Banglore,1.0,13941,1,5,14,5,10,5,20,0
Air India,Kolkata,Banglore,1.0,8026,24,3,9,10,13,40,4,30
Jet Airways,Delhi,Cochin,2.0,14441,3,6,5,30,12,35,7,5
IndiGo,Delhi,Cochin,1.0,7520,18,5,5,5,12,10,7,5
Jet Airways,Kolkata,Banglore,1.0,13067,6,5,9,35,10,55,25,20
Vistara,Kolkata,Banglore,1.0,9502,24,5,7,10,9,5,25,55
Multiple carriers,Delhi,Cochin,1.0,7888,21,5,18,0,1,30,7,30
Jet Airways,Mumbai,Hyderabad,0.0,4995,18,6,8,45,10,15,1,30
Jet Airways,Delhi,Cochin,1.0,10262,3,6,18,15,12,35,18,20
Air India,Delhi,Cochin,2.0,10975,18,5,7,5,9,25,26,20
Jet Airways,Delhi,Cochin,2.0,13344,12,6,5,30,12,35,7,5
Jet Airways,Delhi,Cochin,1.0,15764,6,3,22,20,4,25,6,5
Air India,Delhi,Cochin,1.0,8372,1,6,9,45,9,25,23,40
Air India,Banglore,New Delhi,1.0,7192,15,3,11,50,19,50,8,0
SpiceJet,Kolkata,Banglore,0.0,5201,24,3,9,0,11,30,2,30
Jet Airways,Delhi,Cochin,2.0,11507,15,6,5,30,19,0,13,30
Air India,Delhi,Cochin,2.0,10651,1,6,19,45,19,15,23,30
Jet Airways,Kolkata,Banglore,1.0,14939,9,6,21,10,8,15,11,5
SpiceJet,Kolkata,Banglore,0.0,3841,24,6,22,20,0,40,2,20
SpiceJet,Kolkata,Banglore,0.0,3815,21,3,6,55,9,35,2,40
SpiceJet,Chennai,Kolkata,0.0,3543,27,5,17,45,20,5,2,20
Jet Airways,Delhi,Cochin,1.0,14714,6,6,8,0,19,0,11,0
Jet Airways,Delhi,Cochin,1.0,10577,12,6,8,0,4,25,20,25
Air India,Kolkata,Banglore,0.0,5510,18,6,14,15,16,45,2,30
GoAir,Kolkata,Banglore,0.0,3514,24,6,15,20,17,55,2,35
IndiGo,Delhi,Cochin,1.0,5073,3,4,16,0,21,0,5,0
Jet Airways,Mumbai,Hyderabad,0.0,5678,18,6,19,35,21,5,1,30
Jet Airways,Kolkata,Banglore,1.0,13941,18,5,20,0,4,40,8,40
Jet Airways,Delhi,Cochin,1.0,15554,9,5,2,15,19,0,16,45
Jet Airways,Banglore,Delhi,0.0,7229,1,6,17,45,20,45,3,0
Jet Airways,Kolkata,Banglore,1.0,8586,12,5,21,10,4,40,7,30
Jet Airways,Kolkata,Banglore,1.0,12121,24,5,17,0,14,25,21,25
Jet Airways,Kolkata,Banglore,1.0,14151,9,6,17,0,18,0,25,0
IndiGo,Kolkata,Banglore,0.0,4804,1,5,4,40,7,15,2,35
Air India,Delhi,Cochin,2.0,11281,15,5,22,0,19,15,21,15
SpiceJet,Chennai,Kolkata,0.0,3543,18,5,9,45,12,0,2,15
GoAir,Delhi,Cochin,1.0,4725,3,4,7,0,12,55,5,55
Air Asia,Delhi,Cochin,1.0,6151,21,3,16,45,22,15,5,30
Jet Airways,Delhi,Cochin,1.0,16079,27,5,10,0,19,0,9,0
Air India,Kolkata,Banglore,2.0,6117,15,5,9,10,4,40,19,30
Jet Airways,Banglore,Delhi,0.0,4544,9,5,15,15,18,10,2,55
IndiGo,Chennai,Kolkata,0.0,5277,15,6,22,5,0,25,2,20
GoAir,Delhi,Cochin,1.0,5140,27,4,7,25,13,35,6,10
SpiceJet,Kolkata,Banglore,0.0,6982,12,3,9,0,11,30,2,30
Air India,Delhi,Cochin,2.0,13381,12,6,16,55,19,15,26,20
Jet Airways,Delhi,Cochin,2.0,12819,27,6,23,5,19,0,19,55
Air India,Kolkata,Banglore,0.0,5170,18,3,14,15,16,45,2,30
Jet Airways,Kolkata,Banglore,1.0,8586,15,5,14,5,23,35,9,30
Air Asia,Kolkata,Banglore,0.0,5530,12,5,19,55,22,25,2,30
Air India,Kolkata,Banglore,1.0,6528,12,5,14,35,14,35,24,0
IndiGo,Delhi,Cochin,1.0,5298,27,3,6,40,12,0,5,20
Jet Airways,Banglore,Delhi,0.0,4030,21,5,11,10,14,5,2,55
Jet Airways,Mumbai,Hyderabad,0.0,8040,21,6,10,20,11,50,1,30
Multiple carriers,Delhi,Cochin,1.0,15342,3,3,8,0,18,50,10,50
Air Asia,Delhi,Cochin,1.0,6151,27,3,7,55,13,10,5,15
IndiGo,Banglore,Delhi,0.0,3943,15,4,22,10,1,0,2,50
Jet Airways,Kolkata,Banglore,1.0,14571,9,6,14,5,23,35,9,30
Vistara,Delhi,Cochin,0.0,6111,15,3,6,0,9,10,3,10
Jet Airways,Banglore,Delhi,0.0,7229,3,4,17,45,20,45,3,0
Jet Airways,Kolkata,Banglore,1.0,8586,1,5,16,30,10,5,17,35
IndiGo,Chennai,Kolkata,0.0,3850,18,5,15,40,18,25,2,45
Jet Airways,Banglore,Delhi,0.0,6478,27,6,6,0,8,45,2,45
IndiGo,Banglore,Delhi,0.0,4077,21,6,23,30,2,20,2,50
IndiGo,Delhi,Cochin,1.0,6442,27,4,6,50,16,10,9,20
Jet Airways,Delhi,Cochin,1.0,5406,6,4,7,5,19,0,11,55
GoAir,Kolkata,Banglore,1.0,7335,18,5,23,30,7,45,8,15
Jet Airways,Kolkata,Banglore,1.0,13941,12,5,6,30,12,0,5,30
Jet Airways,Delhi,Cochin,2.0,13376,1,6,14,35,4,25,13,50
Multiple carriers,Delhi,Cochin,1.0,6795,27,5,12,50,1,30,12,40
IndiGo,Kolkata,Banglore,0.0,4462,18,3,5,30,8,20,2,50
IndiGo,Delhi,Cochin,1.0,14871,3,3,11,30,21,0,9,30
Jet Airways,Kolkata,Banglore,1.0,13941,12,5,21,10,10,5,12,55
Jet Airways,Kolkata,Banglore,1.0,10031,24,3,19,45,23,25,27,40
Jet Airways,Delhi,Cochin,2.0,20694,6,3,19,10,4,25,33,15
IndiGo,Kolkata,Banglore,0.0,6565,24,3,17,15,20,0,2,45
IndiGo,Banglore,Delhi,0.0,4823,27,6,7,10,10,5,2,55
Air India,Delhi,Cochin,2.0,8052,9,4,17,15,7,40,14,25
Air India,Delhi,Cochin,2.0,9968,3,6,16,40,19,15,26,35
Air India,Delhi,Cochin,0.0,5201,27,6,5,10,8,0,2,50
IndiGo,Delhi,Cochin,1.0,6628,9,6,9,15,1,30,16,15
Jet Airways,Banglore,Delhi,0.0,7229,9,5,8,20,11,20,3,0
IndiGo,Kolkata,Banglore,0.0,4148,15,3,5,30,8,20,2,50
Jet Airways,Delhi,Cochin,2.0,12819,24,6,19,10,19,0,23,50
Jet Airways,Kolkata,Banglore,1.0,14388,1,5,20,0,9,20,13,20
Jet Airways,Banglore,New Delhi,1.0,16736,6,3,11,40,5,5,17,25
Air India,Delhi,Cochin,1.0,7952,6,6,6,5,9,25,27,20
IndiGo,Banglore,New Delhi,0.0,6860,24,3,7,10,10,5,2,55
Jet Airways,Delhi,Cochin,1.0,12373,18,5,19,45,4,25,8,40
SpiceJet,Kolkata,Banglore,0.0,3841,15,6,22,20,0,40,2,20
Jet Airways,Banglore,New Delhi,0.0,7229,9,3,19,55,22,35,2,40
SpiceJet,Mumbai,Hyderabad,0.0,1965,21,5,5,45,7,15,1,30
SpiceJet,Banglore,Delhi,0.0,3257,6,6,21,10,0,5,2,55
Multiple carriers,Delhi,Cochin,1.0,9042,21,3,7,0,13,20,6,20
Multiple carriers,Delhi,Cochin,1.0,14848,21,5,11,30,19,15,7,45
Air India,Delhi,Cochin,0.0,5201,27,6,18,5,21,10,3,5
Jet Airways,Delhi,Cochin,1.0,10262,1,6,17,30,12,35,19,5
Jet Airways,Kolkata,Banglore,1.0,12121,9,5,9,35,9,45,24,10
Vistara,Kolkata,Banglore,1.0,8662,9,6,7,10,22,55,15,45
Jet Airways,Banglore,Delhi,0.0,8016,15,6,18,55,22,0,3,5
Vistara,Kolkata,Banglore,1.0,7927,12,6,7,10,9,5,25,55
Jet Airways,Delhi,Cochin,1.0,10262,15,6,2,15,4,25,26,10
Jet Airways,Kolkata,Banglore,1.0,10539,6,6,20,25,18,0,21,35
IndiGo,Banglore,New Delhi,0.0,8855,3,3,16,55,19,45,2,50
Jet Airways,Delhi,Cochin,2.0,13014,3,6,9,40,19,0,9,20
Air India,Mumbai,Hyderabad,2.0,17926,6,3,11,35,19,25,31,50
Jet Airways,Delhi,Cochin,1.0,10262,1,6,19,15,4,25,9,10
SpiceJet,Kolkata,Banglore,0.0,3873,12,6,6,55,9,30,2,35
Jet Airways,Delhi,Cochin,2.0,13292,9,6,5,30,4,25,22,55
Vistara,Chennai,Kolkata,0.0,3687,24,6,7,45,10,0,2,15
Jet Airways,Banglore,Delhi,0.0,4544,6,4,19,50,22,50,3,0
Jet Airways,Banglore,Delhi,0.0,7229,15,5,19,50,22,50,3,0
Air India,Delhi,Cochin,2.0,6057,27,3,17,15,9,25,16,10
SpiceJet,Mumbai,Hyderabad,0.0,1965,1,4,5,45,7,15,1,30
Multiple carriers,Delhi,Cochin,1.0,8085,21,3,10,0,21,0,11,0
Vistara,Mumbai,Hyderabad,1.0,12395,6,3,14,40,9,25,18,45
Multiple carriers,Delhi,Cochin,1.0,7354,6,6,10,35,19,15,8,40
Air India,Mumbai,Hyderabad,0.0,3625,27,5,13,55,15,25,1,30
Multiple carriers,Delhi,Cochin,1.0,7670,15,5,15,15,1,30,10,15
GoAir,Banglore,Delhi,0.0,3398,27,5,11,40,14,30,2,50
IndiGo,Chennai,Kolkata,0.0,4332,24,3,11,35,14,0,2,25
SpiceJet,Chennai,Kolkata,0.0,3543,3,6,8,20,10,35,2,15
IndiGo,Kolkata,Banglore,0.0,4148,15,3,15,20,17,55,2,35
Jet Airways,Kolkata,Banglore,1.0,7757,18,5,18,55,8,15,13,20
Jet Airways,Kolkata,Banglore,1.0,10844,24,5,16,30,22,35,6,5
Multiple carriers,Delhi,Cochin,1.0,7005,15,6,6,0,21,0,15,0
Jet Airways,Delhi,Cochin,1.0,10262,3,6,19,15,19,0,23,45
Air India,Delhi,Cochin,2.0,11911,3,6,13,20,7,40,18,20
Jet Airways,Banglore,New Delhi,1.0,54826,1,3,16,55,23,0,6,5
SpiceJet,Banglore,Delhi,0.0,3573,27,5,9,30,12,20,2,50
Jet Airways,Kolkata,Banglore,1.0,10031,24,3,19,45,20,40,24,55
IndiGo,Kolkata,Banglore,0.0,4804,27,6,9,35,12,10,2,35
IndiGo,Banglore,Delhi,0.0,3943,27,6,23,30,2,20,2,50
Multiple carriers,Delhi,Cochin,1.0,9794,18,5,6,0,12,35,6,35
Jet Airways,Banglore,New Delhi,1.0,13817,12,3,16,55,10,25,17,30
Air India,Banglore,New Delhi,0.0,7591,3,3,6,10,8,55,2,45
IndiGo,Delhi,Cochin,1.0,10112,15,6,23,30,4,35,5,5
Air India,Banglore,Delhi,0.0,5228,12,5,6,10,8,55,2,45
IndiGo,Kolkata,Banglore,0.0,4462,9,3,15,10,17,45,2,35
SpiceJet,Banglore,Delhi,0.0,3311,6,5,5,55,8,35,2,40
IndiGo,Kolkata,Banglore,0.0,4804,15,5,4,40,7,15,2,35
Jet Airways,Delhi,Cochin,2.0,10919,12,6,6,45,4,25,21,40
IndiGo,Kolkata,Banglore,0.0,7615,24,3,15,10,17,45,2,35
Air India,Kolkata,Banglore,2.0,10151,9,6,12,0,18,30,30,30
Jet Airways,Banglore,Delhi,0.0,6144,3,5,18,55,22,0,3,5
IndiGo,Delhi,Cochin,1.0,6818,21,5,5,5,12,10,7,5
Jet Airways,Kolkata,Banglore,1.0,10844,15,5,18,55,20,45,25,50
Air India,Kolkata,Banglore,1.0,4227,3,4,19,0,11,5,16,5
Air India,Banglore,Delhi,0.0,5228,18,4,21,5,23,55,2,50
Air India,Delhi,Cochin,2.0,10441,3,6,19,45,19,15,23,30
Jet Airways,Delhi,Cochin,1.0,10262,1,6,19,45,12,35,16,50
IndiGo,Delhi,Cochin,1.0,6416,3,6,8,30,21,0,12,30
GoAir,Delhi,Cochin,1.0,7031,21,4,10,35,19,35,9,0
Jet Airways,Delhi,Cochin,1.0,10262,3,6,17,30,19,0,25,30
Air India,Kolkata,Banglore,2.0,14687,9,5,9,25,5,25,20,0
Multiple carriers,Delhi,Cochin,1.0,9646,21,5,9,45,18,10,8,25
Vistara,Delhi,Cochin,0.0,6216,18,6,6,0,9,10,3,10
IndiGo,Delhi,Cochin,1.0,7144,18,5,8,35,22,30,13,55
Air India,Mumbai,Hyderabad,2.0,11647,12,3,19,40,9,10,13,30
Jet Airways,Delhi,Cochin,1.0,10262,27,6,20,55,19,0,22,5
SpiceJet,Mumbai,Hyderabad,0.0,2437,18,3,5,45,7,5,1,20
GoAir,Banglore,Delhi,0.0,5048,1,6,7,45,10,40,2,55
IndiGo,Mumbai,Hyderabad,0.0,3342,21,3,12,0,13,25,1,25
Multiple carriers,Delhi,Cochin,1.0,15342,6,3,11,30,19,15,7,45
Multiple carriers,Delhi,Cochin,1.0,7485,21,5,8,45,21,0,12,15
Jet Airways,Kolkata,Banglore,1.0,5608,9,5,10,20,17,35,7,15
Jet Airways,Delhi,Cochin,2.0,15129,27,5,19,30,4,25,8,55
Air India,Delhi,Cochin,1.0,7480,21,5,12,30,9,25,20,55
Vistara,Banglore,Delhi,0.0,5613,24,4,17,0,19,35,2,35
Air India,Kolkata,Banglore,2.0,15107,24,5,10,0,5,25,19,25
Multiple carriers,Delhi,Cochin,1.0,7670,15,5,19,0,1,30,6,30
Multiple carriers,Delhi,Cochin,1.0,9646,27,6,9,45,22,30,12,45
SpiceJet,Mumbai,Hyderabad,0.0,2017,18,6,22,45,0,15,1,30
Air Asia,Delhi,Cochin,1.0,6253,15,6,7,55,13,25,5,30
Jet Airways,Delhi,Cochin,2.0,17229,9,3,13,55,4,25,14,30
Jet Airways,Delhi,Cochin,2.0,13376,1,6,14,35,12,35,22,0
Jet Airways,Delhi,Cochin,2.0,10368,15,6,5,30,19,0,13,30
Multiple carriers,Delhi,Cochin,1.0,12192,12,6,9,0,19,0,10,0
SpiceJet,Chennai,Kolkata,0.0,3597,21,6,8,20,10,35,2,15
Jet Airways,Delhi,Cochin,1.0,10262,6,6,2,15,4,25,26,10
Jet Airways,Delhi,Cochin,1.0,15764,6,3,16,0,4,25,12,25
Air India,Kolkata,Banglore,1.0,11936,15,5,7,0,16,15,9,15
Jet Airways,Delhi,Cochin,2.0,10368,1,6,9,40,12,35,26,55
Jet Airways,Kolkata,Banglore,1.0,9663,15,5,6,30,12,0,5,30
IndiGo,Delhi,Cochin,1.0,14871,3,3,4,45,15,30,10,45
Jet Airways,Banglore,New Delhi,1.0,16736,6,3,8,55,23,0,14,5
Multiple carriers,Delhi,Cochin,1.0,9486,21,5,13,5,0,55,11,50
Air India,Banglore,New Delhi,2.0,11791,3,3,11,5,22,10,35,5
Air Asia,Kolkata,Banglore,0.0,5989,18,5,19,55,22,25,2,30
IndiGo,Chennai,Kolkata,0.0,3850,6,6,7,55,10,15,2,20
IndiGo,Delhi,Cochin,1.0,7503,15,5,8,30,21,0,12,30
SpiceJet,Mumbai,Hyderabad,0.0,2385,15,3,13,10,14,30,1,20
Jet Airways,Delhi,Cochin,1.0,14714,6,6,11,30,19,0,7,30
Jet Airways,Delhi,Cochin,1.0,15764,6,3,19,45,4,25,8,40
Air India,Delhi,Cochin,2.0,14667,1,6,17,15,7,40,14,25
Air India,Delhi,Cochin,2.0,11989,24,6,17,15,19,15,26,0
Air Asia,Banglore,New Delhi,0.0,3383,24,3,5,50,8,40,2,50
Jet Airways,Kolkata,Banglore,1.0,10844,21,5,6,30,16,20,9,50
IndiGo,Banglore,Delhi,0.0,3943,27,6,21,15,0,15,3,0
Jet Airways,Kolkata,Banglore,1.0,10539,9,6,17,0,22,5,29,5
Air India,Kolkata,Banglore,1.0,6528,12,6,14,35,14,35,24,0
IndiGo,Delhi,Cochin,2.0,8378,9,3,11,55,21,20,9,25
Jet Airways,Kolkata,Banglore,1.0,14151,18,5,20,25,9,45,13,20
Multiple carriers,Delhi,Cochin,1.0,8073,15,5,10,0,1,30,15,30
Multiple carriers,Delhi,Cochin,1.0,8073,15,5,13,0,21,0,8,0
